dia0_utt0, neutral
dia128_utt4, neutral
dia128_utt5, joy
dia128_utt6, joy
dia128_utt7, neutral
dia128_utt8, neutral
dia128_utt9, neutral
dia129_utt0, neutral
dia129_utt1, neutral
dia129_utt2, neutral
dia129_utt3, anger
dia129_utt4, neutral
dia129_utt5, neutral
dia129_utt6, neutral
dia129_utt7, neutral
dia130_utt0, neutral
dia130_utt1, neutral
dia130_utt2, neutral
dia130_utt3, neutral
dia130_utt4, neutral
dia130_utt5, neutral
dia130_utt6, joy
dia130_utt7, neutral
dia130_utt8, neutral
dia130_utt9, neutral
dia130_utt10, neutral
dia130_utt11, neutral
dia130_utt12, neutral
dia130_utt13, neutral
dia130_utt14, neutral
dia130_utt15, neutral
dia130_utt16, neutral
dia130_utt17, neutral
dia131_utt0, neutral
dia131_utt1, joy
dia131_utt2, joy
dia131_utt3, neutral
dia131_utt4, neutral
dia131_utt5, neutral
dia131_utt6, neutral
dia131_utt7, neutral
dia131_utt8, neutral
dia132_utt0, neutral
dia132_utt1, neutral
dia132_utt2, neutral
dia132_utt3, neutral
dia132_utt4, joy
dia132_utt5, neutral
dia132_utt6, neutral
dia132_utt7, neutral
dia132_utt8, neutral
dia132_utt9, neutral
dia132_utt10, neutral
dia132_utt11, neutral
dia132_utt12, anger
dia132_utt13, neutral
dia132_utt14, neutral
dia132_utt15, neutral
dia132_utt16, anger
dia132_utt17, neutral
dia132_utt18, neutral
dia132_utt19, joy
dia133_utt0, joy
dia133_utt1, joy
dia133_utt2, neutral
dia133_utt3, neutral
dia133_utt4, neutral
dia133_utt5, neutral
dia133_utt6, neutral
dia133_utt7, neutral
dia133_utt8, neutral
dia133_utt9, neutral
dia133_utt10, neutral
dia133_utt11, joy
dia133_utt12, neutral
dia133_utt13, joy
dia133_utt14, neutral
dia133_utt15, neutral
dia134_utt0, neutral
dia134_utt1, neutral
dia134_utt2, joy
dia134_utt3, neutral
dia135_utt0, neutral
dia135_utt1, neutral
dia135_utt2, neutral
dia135_utt3, joy
dia135_utt4, anger
dia135_utt5, joy
dia136_utt0, joy
dia137_utt0, neutral
dia137_utt1, joy
dia137_utt2, joy
dia137_utt3, joy
dia137_utt4, neutral
dia137_utt5, neutral
dia137_utt6, neutral
dia137_utt7, joy
dia137_utt8, joy
dia137_utt9, neutral
dia137_utt10, joy
dia137_utt11, neutral
dia137_utt12, neutral
dia137_utt13, neutral
dia137_utt14, neutral
dia138_utt0, neutral
dia138_utt1, neutral
dia138_utt2, anger
dia138_utt3, joy
dia139_utt0, anger
dia139_utt1, neutral
dia139_utt2, neutral
dia139_utt3, joy
dia139_utt4, joy
dia139_utt5, neutral
dia139_utt6, neutral
dia139_utt7, anger
dia139_utt8, neutral
dia139_utt9, neutral
dia140_utt0, neutral
dia140_utt1, neutral
dia140_utt2, neutral
dia140_utt3, neutral
dia140_utt4, neutral
dia140_utt5, joy
dia140_utt6, neutral
dia140_utt7, neutral
dia140_utt8, neutral
dia140_utt9, neutral
dia140_utt10, neutral
dia140_utt11, anger
dia140_utt12, anger
dia140_utt13, neutral
dia140_utt14, neutral
dia140_utt15, neutral
dia140_utt16, neutral
dia141_utt0, neutral
dia141_utt1, neutral
dia141_utt2, neutral
dia141_utt3, neutral
dia141_utt4, neutral
dia142_utt0, neutral
dia142_utt1, neutral
dia143_utt0, joy
dia143_utt1, neutral
dia143_utt2, neutral
dia143_utt3, neutral
dia143_utt4, neutral
dia143_utt5, neutral
dia143_utt6, joy
dia143_utt7, neutral
dia143_utt8, neutral
dia144_utt0, joy
dia144_utt1, joy
dia144_utt2, neutral
dia144_utt3, neutral
dia144_utt4, joy
dia144_utt5, anger
dia144_utt6, neutral
dia144_utt7, neutral
dia144_utt8, neutral
dia144_utt9, joy
dia144_utt10, neutral
dia144_utt11, neutral
dia144_utt12, joy
dia144_utt13, neutral
dia144_utt14, neutral
dia145_utt0, joy
dia145_utt1, neutral
dia145_utt2, neutral
dia145_utt3, neutral
dia145_utt4, neutral
dia145_utt5, neutral
dia145_utt6, neutral
dia145_utt7, neutral
dia145_utt8, neutral
dia145_utt9, neutral
dia145_utt10, neutral
dia145_utt11, neutral
dia145_utt12, neutral
dia146_utt0, joy
dia146_utt1, neutral
dia146_utt2, neutral
dia146_utt3, neutral
dia146_utt4, joy
dia146_utt5, neutral
dia146_utt6, neutral
dia147_utt0, joy
dia147_utt1, neutral
dia147_utt2, neutral
dia147_utt3, anger
dia147_utt4, neutral
dia147_utt5, neutral
dia147_utt6, anger
dia147_utt7, neutral
dia147_utt8, neutral
dia147_utt9, neutral
dia147_utt10, joy
dia148_utt0, neutral
dia149_utt0, neutral
dia149_utt1, neutral
dia149_utt2, anger
dia150_utt0, neutral
dia150_utt1, joy
dia150_utt2, neutral
dia150_utt3, anger
dia150_utt4, neutral
dia150_utt5, neutral
dia151_utt0, joy
dia151_utt1, neutral
dia151_utt2, neutral
dia151_utt3, neutral
dia152_utt0, neutral
dia152_utt1, neutral
dia152_utt2, neutral
dia152_utt3, neutral
dia152_utt4, neutral
dia153_utt0, neutral
dia153_utt1, neutral
dia153_utt2, neutral
dia153_utt3, neutral
dia153_utt4, neutral
dia153_utt5, neutral
dia153_utt6, neutral
dia153_utt7, neutral
dia153_utt8, neutral
dia153_utt9, neutral
dia153_utt10, neutral
dia153_utt11, neutral
dia154_utt0, joy
dia154_utt1, joy
dia154_utt2, joy
dia154_utt3, joy
dia154_utt4, neutral
dia154_utt5, neutral
dia154_utt6, neutral
dia154_utt7, neutral
dia154_utt8, neutral
dia154_utt9, neutral
dia154_utt10, joy
dia154_utt11, anger
dia154_utt12, neutral
dia154_utt13, neutral
dia154_utt14, neutral
dia154_utt15, neutral
dia154_utt16, neutral
dia154_utt17, neutral
dia154_utt18, neutral
dia154_utt19, neutral
dia154_utt20, neutral
dia155_utt0, neutral
dia155_utt1, neutral
dia155_utt2, neutral
dia155_utt3, neutral
dia155_utt4, neutral
dia155_utt5, neutral
dia155_utt6, neutral
dia155_utt7, neutral
dia155_utt8, neutral
dia156_utt0, joy
dia156_utt1, neutral
dia156_utt2, joy
dia156_utt3, joy
dia156_utt4, neutral
dia156_utt5, neutral
dia156_utt6, neutral
dia156_utt7, neutral
dia156_utt8, neutral
dia156_utt9, neutral
dia156_utt10, neutral
dia156_utt11, neutral
dia156_utt12, neutral
dia156_utt13, neutral
dia156_utt14, neutral
dia156_utt15, neutral
dia157_utt0, neutral
dia157_utt1, neutral
dia157_utt2, neutral
dia157_utt3, neutral
dia157_utt4, neutral
dia157_utt5, neutral
dia157_utt6, neutral
dia157_utt7, neutral
dia158_utt0, neutral
dia158_utt1, neutral
dia158_utt2, joy
dia158_utt3, neutral
dia158_utt4, neutral
dia158_utt5, neutral
dia158_utt6, neutral
dia159_utt0, neutral
dia159_utt1, neutral
dia160_utt0, neutral
dia160_utt1, neutral
dia160_utt2, neutral
dia160_utt3, neutral
dia160_utt4, neutral
dia160_utt5, joy
dia160_utt6, neutral
dia160_utt7, neutral
dia160_utt8, joy
dia160_utt9, neutral
dia160_utt10, anger
dia160_utt11, neutral
dia160_utt12, neutral
dia160_utt13, neutral
dia161_utt0, neutral
dia161_utt1, neutral
dia161_utt2, neutral
dia161_utt3, joy
dia161_utt4, neutral
dia161_utt5, neutral
dia161_utt6, neutral
dia161_utt7, neutral
dia161_utt8, neutral
dia161_utt9, neutral
dia161_utt10, neutral
dia161_utt11, joy
dia162_utt0, joy
dia162_utt1, neutral
dia162_utt2, neutral
dia162_utt3, neutral
dia162_utt4, neutral
dia162_utt5, neutral
dia163_utt0, neutral
dia163_utt1, neutral
dia163_utt2, joy
dia163_utt3, neutral
dia163_utt4, neutral
dia163_utt5, neutral
dia163_utt6, neutral
dia163_utt7, neutral
dia163_utt8, neutral
dia163_utt9, joy
dia164_utt0, neutral
dia164_utt1, neutral
dia164_utt2, neutral
dia164_utt3, neutral
dia164_utt4, neutral
dia164_utt5, neutral
dia164_utt6, joy
dia164_utt7, neutral
dia164_utt8, neutral
dia165_utt0, neutral
dia165_utt1, neutral
dia165_utt2, joy
dia165_utt3, joy
dia165_utt4, joy
dia166_utt0, neutral
dia166_utt1, joy
dia166_utt2, neutral
dia166_utt3, joy
dia166_utt4, neutral
dia166_utt5, neutral
dia166_utt6, neutral
dia166_utt7, neutral
dia166_utt8, neutral
dia166_utt9, neutral
dia166_utt10, neutral
dia166_utt11, neutral
dia166_utt12, neutral
dia166_utt13, neutral
dia167_utt0, neutral
dia167_utt1, neutral
dia167_utt2, neutral
dia167_utt3, neutral
dia167_utt4, neutral
dia167_utt5, joy
dia167_utt6, joy
dia167_utt7, neutral
dia167_utt8, neutral
dia167_utt9, neutral
dia167_utt10, neutral
dia167_utt11, neutral
dia167_utt12, neutral
dia167_utt13, neutral
dia167_utt14, neutral
dia167_utt15, neutral
dia167_utt16, neutral
dia168_utt0, neutral
dia168_utt1, neutral
dia168_utt2, neutral
dia168_utt3, neutral
dia168_utt4, neutral
dia168_utt5, joy
dia168_utt6, neutral
dia168_utt7, neutral
dia168_utt8, neutral
dia168_utt9, neutral
dia168_utt10, neutral
dia168_utt11, joy
dia168_utt12, neutral
dia168_utt13, neutral
dia168_utt14, neutral
dia168_utt15, neutral
dia168_utt16, neutral
dia168_utt17, neutral
dia168_utt18, neutral
dia169_utt0, joy
dia169_utt1, joy
dia169_utt2, joy
dia169_utt3, neutral
dia169_utt4, joy
dia169_utt5, joy
dia169_utt6, anger
dia169_utt7, neutral
dia169_utt8, neutral
dia169_utt9, joy
dia169_utt10, neutral
dia169_utt11, anger
dia169_utt12, neutral
dia169_utt13, neutral
dia169_utt14, neutral
dia169_utt15, neutral
dia169_utt16, neutral
dia169_utt17, neutral
dia169_utt18, neutral
dia169_utt19, neutral
dia169_utt20, neutral
dia169_utt21, joy
dia169_utt22, neutral
dia170_utt0, neutral
dia170_utt1, joy
dia170_utt2, neutral
dia170_utt3, neutral
dia170_utt4, joy
dia171_utt0, joy
dia171_utt1, joy
dia171_utt2, neutral
dia171_utt3, neutral
dia171_utt4, joy
dia171_utt5, joy
dia171_utt6, joy
dia171_utt7, anger
dia171_utt8, neutral
dia172_utt0, joy
dia172_utt1, neutral
dia172_utt2, neutral
dia173_utt0, neutral
dia173_utt1, joy
dia173_utt2, neutral
dia173_utt3, neutral
dia173_utt4, neutral
dia173_utt5, anger
dia173_utt6, anger
dia173_utt7, joy
dia173_utt8, anger
dia173_utt9, neutral
dia173_utt10, joy
dia173_utt11, neutral
dia173_utt12, anger
dia173_utt13, neutral
dia173_utt14, neutral
dia173_utt15, neutral
dia173_utt16, anger
dia173_utt17, neutral
dia173_utt18, neutral
dia174_utt0, neutral
dia174_utt1, joy
dia174_utt2, joy
dia174_utt3, neutral
dia174_utt4, joy
dia174_utt5, joy
dia174_utt6, neutral
dia174_utt7, neutral
dia174_utt8, neutral
dia174_utt9, neutral
dia174_utt10, joy
dia174_utt11, neutral
dia174_utt12, neutral
dia174_utt13, joy
dia174_utt14, neutral
dia174_utt15, neutral
dia174_utt16, neutral
dia174_utt17, neutral
dia174_utt18, neutral
dia175_utt0, neutral
dia175_utt1, neutral
dia175_utt2, joy
dia175_utt3, neutral
dia175_utt4, neutral
dia175_utt5, neutral
dia175_utt6, neutral
dia175_utt7, neutral
dia175_utt8, neutral
dia175_utt9, joy
dia175_utt10, anger
dia175_utt11, joy
dia175_utt12, neutral
dia175_utt13, neutral
dia175_utt14, joy
dia175_utt15, neutral
dia175_utt16, neutral
dia175_utt17, neutral
dia175_utt18, neutral
dia175_utt19, neutral
dia175_utt20, joy
dia175_utt21, neutral
dia175_utt22, anger
dia176_utt0, neutral
dia176_utt1, neutral
dia177_utt0, joy
dia177_utt1, neutral
dia177_utt2, neutral
dia178_utt0, neutral
dia178_utt1, neutral
dia178_utt2, neutral
dia178_utt3, neutral
dia178_utt4, neutral
dia178_utt5, neutral
dia178_utt6, neutral
dia178_utt7, neutral
dia178_utt8, neutral
dia178_utt9, neutral
dia179_utt0, neutral
dia179_utt1, neutral
dia179_utt2, neutral
dia179_utt3, neutral
dia180_utt0, neutral
dia180_utt1, neutral
dia180_utt2, neutral
dia180_utt3, neutral
dia180_utt4, joy
dia180_utt5, anger
dia180_utt6, anger
dia180_utt7, neutral
dia180_utt8, neutral
dia180_utt9, neutral
dia181_utt0, neutral
dia181_utt1, neutral
dia181_utt2, joy
dia181_utt3, neutral
dia181_utt4, neutral
dia181_utt5, neutral
dia182_utt0, neutral
dia182_utt1, neutral
dia182_utt2, joy
dia182_utt3, joy
dia182_utt4, joy
dia182_utt5, joy
dia182_utt6, neutral
dia182_utt7, joy
dia182_utt8, joy
dia182_utt9, neutral
dia183_utt0, neutral
dia183_utt1, neutral
dia183_utt2, neutral
dia183_utt3, neutral
dia183_utt4, neutral
dia183_utt5, neutral
dia183_utt6, neutral
dia183_utt7, neutral
dia183_utt8, neutral
dia184_utt0, neutral
dia184_utt1, joy
dia184_utt2, neutral
dia184_utt3, anger
dia184_utt4, neutral
dia184_utt5, neutral
dia184_utt6, neutral
dia184_utt7, neutral
dia184_utt8, neutral
dia184_utt9, joy
dia184_utt10, neutral
dia184_utt11, neutral
dia184_utt12, neutral
dia184_utt13, neutral
dia184_utt14, joy
dia185_utt0, neutral
dia185_utt1, neutral
dia185_utt2, neutral
dia185_utt3, anger
dia185_utt4, joy
dia185_utt5, neutral
dia185_utt6, joy
dia185_utt7, neutral
dia186_utt0, neutral
dia186_utt1, neutral
dia186_utt2, neutral
dia186_utt3, neutral
dia187_utt0, neutral
dia187_utt1, neutral
dia187_utt2, neutral
dia187_utt3, neutral
dia187_utt4, neutral
dia187_utt5, neutral
dia187_utt6, neutral
dia187_utt7, neutral
dia187_utt8, neutral
dia188_utt0, neutral
dia188_utt1, neutral
dia188_utt2, neutral
dia188_utt3, neutral
dia188_utt4, neutral
dia188_utt5, neutral
dia188_utt6, neutral
dia188_utt7, neutral
dia188_utt8, neutral
dia189_utt0, anger
dia189_utt1, joy
dia189_utt2, neutral
dia189_utt3, joy
dia189_utt4, neutral
dia189_utt5, neutral
dia189_utt6, neutral
dia189_utt7, neutral
dia189_utt8, neutral
dia189_utt9, neutral
dia190_utt0, neutral
dia190_utt1, neutral
dia190_utt2, joy
dia190_utt3, joy
dia190_utt4, neutral
dia191_utt0, neutral
dia191_utt1, neutral
dia191_utt2, neutral
dia191_utt3, neutral
dia191_utt4, neutral
dia191_utt5, neutral
dia191_utt6, joy
dia191_utt7, neutral
dia191_utt8, neutral
dia191_utt9, neutral
dia192_utt0, neutral
dia192_utt1, neutral
dia192_utt2, neutral
dia192_utt3, neutral
dia192_utt4, neutral
dia192_utt5, neutral
dia192_utt6, neutral
dia192_utt7, joy
dia192_utt8, neutral
dia192_utt9, joy
dia192_utt10, neutral
dia192_utt11, neutral
dia193_utt0, joy
dia193_utt1, anger
dia193_utt2, neutral
dia193_utt3, neutral
dia193_utt4, neutral
dia194_utt0, neutral
dia194_utt1, joy
dia194_utt2, joy
dia194_utt3, neutral
dia194_utt4, joy
dia195_utt0, neutral
dia195_utt1, neutral
dia195_utt2, neutral
dia195_utt3, neutral
dia195_utt4, neutral
dia195_utt5, neutral
dia195_utt6, neutral
dia195_utt7, neutral
dia195_utt8, neutral
dia195_utt9, joy
dia195_utt10, neutral
dia195_utt11, neutral
dia196_utt0, neutral
dia196_utt1, joy
dia196_utt2, neutral
dia196_utt3, neutral
dia196_utt4, neutral
dia196_utt5, joy
dia196_utt6, neutral
dia196_utt7, neutral
dia196_utt8, neutral
dia196_utt9, neutral
dia196_utt10, neutral
dia196_utt11, neutral
dia196_utt12, neutral
dia196_utt13, neutral
dia196_utt14, joy
dia196_utt15, joy
dia196_utt16, anger
dia196_utt17, neutral
dia197_utt0, neutral
dia197_utt1, neutral
dia197_utt2, neutral
dia197_utt3, neutral
dia197_utt4, neutral
dia198_utt0, neutral
dia198_utt1, neutral
dia198_utt2, neutral
dia198_utt3, neutral
dia198_utt4, neutral
dia198_utt5, neutral
dia198_utt6, neutral
dia198_utt7, neutral
dia198_utt8, neutral
dia198_utt9, neutral
dia198_utt10, neutral
dia198_utt11, neutral
dia198_utt12, neutral
dia199_utt0, neutral
dia199_utt1, neutral
dia199_utt2, neutral
dia199_utt3, neutral
dia199_utt4, neutral
dia199_utt5, joy
dia199_utt6, neutral
dia199_utt7, joy
dia199_utt8, neutral
dia199_utt9, neutral
dia199_utt10, neutral
dia199_utt11, neutral
dia199_utt12, neutral
dia199_utt13, neutral
dia199_utt14, neutral
dia199_utt15, joy
dia200_utt0, joy
dia200_utt1, neutral
dia200_utt2, neutral
dia200_utt3, joy
dia200_utt4, joy
dia201_utt0, joy
dia201_utt1, joy
dia201_utt2, joy
dia201_utt3, neutral
dia201_utt4, neutral
dia201_utt5, neutral
dia201_utt6, neutral
dia201_utt7, neutral
dia201_utt8, neutral
dia201_utt9, neutral
dia201_utt10, joy
dia201_utt11, neutral
dia202_utt0, joy
dia202_utt1, joy
dia202_utt2, neutral
dia202_utt3, joy
dia202_utt4, joy
dia202_utt5, neutral
dia202_utt6, neutral
dia202_utt7, neutral
dia203_utt0, neutral
dia203_utt1, neutral
dia203_utt2, joy
dia203_utt3, joy
dia203_utt4, neutral
dia203_utt5, joy
dia203_utt6, joy
dia203_utt7, neutral
dia203_utt8, neutral
dia203_utt9, joy
dia203_utt10, neutral
dia203_utt11, neutral
dia203_utt12, neutral
dia204_utt0, neutral
dia204_utt1, neutral
dia204_utt2, neutral
dia204_utt3, neutral
dia204_utt4, neutral
dia204_utt5, joy
dia204_utt6, neutral
dia204_utt7, neutral
dia204_utt8, neutral
dia204_utt9, neutral
dia205_utt0, neutral
dia205_utt1, neutral
dia205_utt2, neutral
dia205_utt3, joy
dia205_utt4, joy
dia205_utt5, neutral
dia205_utt6, neutral
dia205_utt7, neutral
dia206_utt0, anger
dia206_utt1, neutral
dia206_utt2, neutral
dia206_utt3, neutral
dia206_utt4, neutral
dia207_utt0, neutral
dia207_utt1, neutral
dia208_utt0, neutral
dia208_utt1, neutral
dia208_utt2, neutral
dia208_utt3, neutral
dia208_utt4, joy
dia208_utt5, neutral
dia208_utt6, neutral
dia208_utt7, neutral
dia208_utt8, neutral
dia208_utt9, neutral
dia208_utt10, neutral
dia208_utt11, neutral
dia208_utt12, neutral
dia208_utt13, neutral
dia209_utt0, anger
dia209_utt1, neutral
dia210_utt0, neutral
dia210_utt1, joy
dia210_utt2, joy
dia210_utt3, neutral
dia210_utt4, neutral
dia210_utt5, joy
dia210_utt6, neutral
dia210_utt7, neutral
dia210_utt8, joy
dia210_utt9, neutral
dia211_utt0, neutral
dia211_utt1, neutral
dia211_utt2, neutral
dia211_utt3, joy
dia211_utt4, joy
dia211_utt5, joy
dia211_utt6, neutral
dia211_utt7, neutral
dia212_utt0, neutral
dia212_utt1, neutral
dia212_utt2, neutral
dia212_utt3, neutral
dia212_utt4, neutral
dia212_utt5, neutral
dia212_utt6, joy
dia213_utt0, neutral
dia213_utt1, neutral
dia213_utt2, joy
dia213_utt3, neutral
dia213_utt4, joy
dia213_utt5, neutral
dia213_utt6, neutral
dia213_utt7, joy
dia213_utt8, neutral
dia213_utt9, neutral
dia213_utt10, neutral
dia213_utt11, neutral
dia214_utt0, neutral
dia214_utt1, neutral
dia214_utt2, neutral
dia214_utt3, joy
dia214_utt4, neutral
dia214_utt5, neutral
dia214_utt6, joy
dia214_utt7, anger
dia215_utt0, neutral
dia215_utt1, neutral
dia215_utt2, neutral
dia215_utt3, neutral
dia215_utt4, neutral
dia215_utt5, neutral
dia215_utt6, joy
dia215_utt7, neutral
dia215_utt8, neutral
dia215_utt9, neutral
dia215_utt10, neutral
dia216_utt0, neutral
dia216_utt1, joy
dia216_utt2, neutral
dia216_utt3, neutral
dia217_utt0, joy
dia217_utt1, neutral
dia217_utt2, joy
dia217_utt3, neutral
dia217_utt4, joy
dia217_utt5, joy
dia217_utt6, joy
dia217_utt7, neutral
dia217_utt8, joy
dia217_utt9, neutral
dia217_utt10, joy
dia217_utt11, neutral
dia218_utt0, neutral
dia218_utt1, neutral
dia218_utt2, neutral
dia219_utt0, neutral
dia219_utt1, neutral
dia220_utt0, neutral
dia220_utt1, anger
dia221_utt0, neutral
dia221_utt1, neutral
dia221_utt2, neutral
dia221_utt3, neutral
dia221_utt4, neutral
dia222_utt0, neutral
dia222_utt1, neutral
dia222_utt2, neutral
dia222_utt3, anger
dia222_utt4, neutral
dia222_utt5, neutral
dia222_utt6, anger
dia222_utt7, neutral
dia222_utt8, neutral
dia222_utt9, neutral
dia222_utt10, neutral
dia222_utt11, neutral
dia222_utt12, neutral
dia222_utt13, neutral
dia223_utt0, joy
dia223_utt1, neutral
dia223_utt2, neutral
dia223_utt3, neutral
dia223_utt4, neutral
dia223_utt5, joy
dia223_utt6, neutral
dia224_utt0, neutral
dia224_utt1, neutral
dia224_utt2, neutral
dia224_utt3, neutral
dia224_utt4, neutral
dia224_utt5, neutral
dia224_utt6, neutral
dia224_utt7, neutral
dia224_utt8, neutral
dia225_utt0, neutral
dia225_utt1, joy
dia225_utt2, joy
dia225_utt3, neutral
dia225_utt4, neutral
dia225_utt5, neutral
dia226_utt0, neutral
dia226_utt1, neutral
dia226_utt2, joy
dia226_utt3, neutral
dia226_utt4, joy
dia226_utt5, neutral
dia226_utt6, neutral
dia226_utt7, neutral
dia226_utt8, joy
dia227_utt0, neutral
dia227_utt1, neutral
dia227_utt2, neutral
dia227_utt3, neutral
dia228_utt0, neutral
dia228_utt1, neutral
dia228_utt2, neutral
dia228_utt3, neutral
dia228_utt4, neutral
dia228_utt5, joy
dia228_utt6, neutral
dia228_utt7, neutral
dia228_utt8, neutral
dia228_utt9, neutral
dia228_utt10, joy
dia228_utt11, neutral
dia228_utt12, neutral
dia229_utt0, joy
dia229_utt1, neutral
dia229_utt2, joy
dia229_utt3, neutral
dia229_utt4, joy
dia229_utt5, neutral
dia229_utt6, neutral
dia229_utt7, neutral
dia229_utt8, neutral
dia229_utt9, neutral
dia229_utt10, neutral
dia230_utt0, neutral
dia230_utt1, neutral
dia230_utt2, neutral
dia230_utt3, neutral
dia230_utt4, joy
dia230_utt5, neutral
dia230_utt6, neutral
dia230_utt7, neutral
dia230_utt8, joy
dia231_utt0, neutral
dia231_utt1, neutral
dia231_utt2, neutral
dia231_utt3, neutral
dia231_utt4, joy
dia231_utt5, joy
dia231_utt6, joy
dia231_utt7, joy
dia231_utt8, neutral
dia231_utt9, neutral
dia231_utt10, neutral
dia231_utt11, joy
dia231_utt12, neutral
dia231_utt13, joy
dia232_utt0, neutral
dia232_utt1, neutral
dia232_utt2, neutral
dia232_utt3, neutral
dia232_utt4, neutral
dia232_utt5, joy
dia232_utt6, joy
dia232_utt7, neutral
dia232_utt8, neutral
dia232_utt9, joy
dia233_utt0, neutral
dia233_utt1, neutral
dia233_utt2, joy
dia233_utt3, neutral
dia233_utt4, neutral
dia233_utt5, joy
dia233_utt6, neutral
dia233_utt7, joy
dia233_utt8, neutral
dia233_utt9, joy
dia233_utt10, joy
dia233_utt11, neutral
dia233_utt12, neutral
dia233_utt13, joy
dia234_utt0, neutral
dia234_utt1, neutral
dia234_utt2, neutral
dia234_utt3, anger
dia234_utt4, anger
dia234_utt5, neutral
dia234_utt6, neutral
dia234_utt7, neutral
dia234_utt8, neutral
dia234_utt9, neutral
dia234_utt10, neutral
dia234_utt11, joy
dia234_utt12, joy
dia234_utt13, neutral
dia234_utt14, neutral
dia235_utt0, neutral
dia236_utt0, neutral
dia237_utt0, neutral
dia237_utt1, neutral
dia237_utt2, neutral
dia237_utt3, neutral
dia237_utt4, joy
dia237_utt5, neutral
dia237_utt6, anger
dia237_utt7, joy
dia237_utt8, neutral
dia237_utt9, joy
dia237_utt10, neutral
dia237_utt11, neutral
dia238_utt0, neutral
dia238_utt1, neutral
dia238_utt2, neutral
dia238_utt3, neutral
dia238_utt4, joy
dia239_utt0, neutral
dia239_utt1, neutral
dia239_utt2, neutral
dia239_utt3, neutral
dia239_utt4, neutral
dia239_utt5, neutral
dia239_utt6, neutral
dia239_utt7, neutral
dia239_utt8, neutral
dia239_utt9, neutral
dia239_utt10, neutral
dia239_utt11, neutral
dia240_utt0, neutral
dia240_utt1, joy
dia240_utt2, neutral
dia240_utt3, joy
dia240_utt4, neutral
dia240_utt5, neutral
dia240_utt6, neutral
dia240_utt7, neutral
dia240_utt8, neutral
dia240_utt9, neutral
dia240_utt10, neutral
dia240_utt11, joy
dia240_utt12, joy
dia240_utt13, neutral
dia240_utt14, neutral
dia240_utt15, neutral
dia240_utt16, neutral
dia241_utt0, neutral
dia241_utt1, joy
dia241_utt2, joy
dia241_utt3, neutral
dia241_utt4, neutral
dia241_utt5, joy
dia241_utt6, joy
dia241_utt7, neutral
dia241_utt8, neutral
dia241_utt9, joy
dia241_utt10, joy
dia241_utt11, neutral
dia241_utt12, joy
dia241_utt13, neutral
dia241_utt14, neutral
dia242_utt0, neutral
dia242_utt1, neutral
dia242_utt2, neutral
dia242_utt3, neutral
dia242_utt4, joy
dia242_utt5, neutral
dia242_utt6, neutral
dia242_utt7, neutral
dia243_utt0, neutral
dia243_utt1, neutral
dia243_utt2, neutral
dia243_utt3, neutral
dia243_utt4, neutral
dia243_utt5, joy
dia244_utt0, neutral
dia244_utt1, neutral
dia244_utt2, neutral
dia244_utt3, neutral
dia244_utt4, neutral
dia244_utt5, neutral
dia244_utt6, neutral
dia244_utt7, neutral
dia244_utt8, neutral
dia244_utt9, neutral
dia244_utt10, neutral
dia244_utt11, neutral
dia244_utt12, neutral
dia244_utt13, neutral
dia244_utt14, neutral
dia244_utt15, neutral
dia244_utt16, neutral
dia244_utt17, neutral
dia244_utt18, neutral
dia244_utt19, neutral
dia244_utt20, neutral
dia244_utt21, neutral
dia245_utt0, joy
dia245_utt1, joy
dia245_utt2, neutral
dia245_utt3, joy
dia245_utt4, anger
dia246_utt0, neutral
dia246_utt1, neutral
dia246_utt2, neutral
dia246_utt3, neutral
dia246_utt4, neutral
dia246_utt5, anger
dia246_utt6, anger
dia246_utt7, joy
dia246_utt8, joy
dia246_utt9, neutral
dia246_utt10, joy
dia246_utt11, joy
dia246_utt12, neutral
dia246_utt13, neutral
dia247_utt0, neutral
dia247_utt1, neutral
dia247_utt2, neutral
dia247_utt3, anger
dia247_utt4, neutral
dia248_utt0, neutral
dia249_utt0, neutral
dia249_utt1, neutral
dia249_utt2, neutral
dia249_utt3, neutral
dia249_utt4, neutral
dia249_utt5, neutral
dia249_utt6, neutral
dia249_utt7, neutral
dia250_utt0, neutral
dia250_utt1, neutral
dia250_utt2, neutral
dia250_utt3, neutral
dia250_utt4, neutral
dia250_utt5, neutral
dia250_utt6, neutral
dia250_utt7, neutral
dia250_utt8, neutral
dia251_utt0, neutral
dia251_utt1, neutral
dia251_utt2, neutral
dia251_utt3, neutral
dia251_utt4, neutral
dia252_utt0, joy
dia252_utt1, joy
dia252_utt2, joy
dia252_utt3, neutral
dia252_utt4, neutral
dia252_utt5, neutral
dia252_utt6, anger
dia252_utt7, neutral
dia252_utt8, neutral
dia252_utt9, neutral
dia252_utt10, neutral
dia252_utt11, neutral
dia252_utt12, neutral
dia252_utt13, neutral
dia252_utt14, joy
dia252_utt15, neutral
dia252_utt16, neutral
dia252_utt17, neutral
dia252_utt18, neutral
dia253_utt0, neutral
dia253_utt1, neutral
dia253_utt2, neutral
dia253_utt3, neutral
dia253_utt4, joy
dia253_utt5, neutral
dia253_utt6, joy
dia253_utt7, joy
dia253_utt8, neutral
dia253_utt9, neutral
dia253_utt10, neutral
dia253_utt11, neutral
dia253_utt12, neutral
dia254_utt0, neutral
dia254_utt1, neutral
dia254_utt2, neutral
dia254_utt3, neutral
dia254_utt4, neutral
